"id","subject","body","answer","type","queue","priority","language","tag_1","tag_2","tag_3","tag_4","tag_5","error"
"tr_synth_000033","Kritik Fatura Hatası ve Tekrar Eden Ödeme Sorunu","<isim>, yaklaşık bir aydır PayPal üzerinden yaptığım Bosch çamaşır makinesi abonelik ücretlerinde her döngüde yanlış tutar yansıtılıyor. Bazı aylarda iade olmasa da kesintiler yapıldığı için cüzdanım sürekli eksik kalıyor ve durum çok stresli oldu. Lütfen bu tekrar eden hatayı derhal inceleyip hesabımı düzeltin, aksi takdirde servisi iptal etmek zorunda kalacağım.","<isim> beya/sizine mesajımızla durumu acil olarak ele aldık ve geçmiş döngülerdeki fatura hatalarını kontrol ettik. Bosch çamaşır makinesi aboneliğiniz için PayPal bağlantınızı yeniden onaylıyoruz ancak kesilen tutarların iadesi sürecimiz gereği 48 saat sürebilir. Lütfen bir sonraki ödeme döneminde aynı hatayı gördüğünüzde bize bildirin, teknik ekibimize öncelikli şikayet olarak yönlendireceğiz.","Problem","Billing and Payments","critical","tr","Invoice","Payment","Billing","Account","Subscription",""
"tr_synth_000034","Bekleyen sorular ve Bursa mağazası","Merhaba,<isim>, Sony kulaklığım için güncel bir yazılım indiriyorum ama internetten bulamıyorum, nereden alabilirim? Ayrıca Bursa'daki servis noktasının çalışma saatlerini öğrenmek isterdim. Cevabınız için şimdiden teşekkürler.","Günaydın <isim>, Sony kulaklığınızın güncellemelerini resmi web sitesindeki 'Destek' bölümünden veya uygulama üzerinden indirebilirsiniz, mağazadan da temin edilebilir durumda değilmiş gibi görünüyor. Bursa servis merkezinin detaylı saat bilgileri için sitemizdeki konum sayfasını kontrol etmenizi önerir, orada açıklandığı üzere pazartesi hariç haftanın beş günü hizmet vermektedir. İhtiyacınız olan başka bilgi varsa lütfen belirtin.","Request","General Inquiry","low","tr","Support","Information","Feedback","","",""
"tr_synth_000035","acil iade veya değişim işlemi nasıl başlatılır","<isim>, şirket e-posta sunucusunu aldığım zaman beklediğimden çok fazla hata mesajı alıyorum ve cihazın çalışmıyor. Mümkünse acilen bu ürün için iade sürecini veya birine aynı modeli göndermem gerektiğini belirtirseniz memnun olurum, çünkü işlerim durmuş durumda. Lütfen en kısa sürede dönüş yapabilir misiniz?","Saygılarımızla, <isim> durumu ciddiye aldınız ve iade/değişiklik talebinizi anladık; önceliğiniz yüksek olduğu için dosyanızı hemen inceledik. Şirket e-posta sunucusu modelinin teknik detaylarını doğruladığımızdan emin olalım, lütfen cihazın üzerinde yazan tam seri numarasını ve aldığınız son hata mesajının ekran görüntüsünü ekleyebilir misiniz? Bu bilgileri bize iletmeniz durumunda iade etiketinizi veya değişim siparişinizi yarına kadar göndermemiz mümkün olacak.","Request","Returns and Exchanges","critical","tr","Product","Return","Documentation","Refund","",""
"tr_synth_000036","Acil Durum: Personel Kayıtlarında Önemli Hata","Merhaba,
İçerik departmanındaki <isim> isimli kişiye ait personel kaydını güncellememiz gerekiyor, çünkü Pazarlama ekibine yeni atanması ve bunun doğru yansıtılması çok önemli.
Ancak mevcut sistemde bu değişiklik yapılamıyor gibi duruyor ve durum kritik hale geldiği için acil bir önlem alma lütfen.","Sayın <isim>,
Personel kaydınızda yaşanan aksaklık nedeniyle Pazarlama ekibiyle hızlıca görüşerek durumu düzeltiyoruz.
Bazı güvenlik protokolleri güncelleme sürecini biraz uzatabilir ancak sizi bilgilendirmek istiyorum; dosyanız önceliğimiz.","Change","Human Resources","critical","tr","Support","Security","Documentation","Feedback","",""
"tr_synth_000037","İnsan Kaynakları sisteme tekrar giriş sorunu","Merhaba,

Dell XPS dizüstü bilgisayarım üzerinden İnsan Kaynakları portalına girdiğimde sistem beni sürekli ""yetkisiz"" uyarısı vererek dışarı atıyor. Bu sorun özellikle Satış departmanındaki arkadaşlarımızın da karşılaştığını duydum ve belki bir belge güncellemesi ile çözülebilir mi acaba? Lütfen konuyu teknik ekibinize iletir misiniz?","Merhaba,

Eldedediğimiz sorunu inceledik ve Satış departmanı dahilindeki diğer kullanıcıların da benzer raporlamalar yapması üzerine bu durumun geçici bir erişim katmanında kaynaklanıyor olabileceğini düşünüyoruz. İlgili teknik ekibimize durumu ilettik; güncellemeler yapıldıktan sonra tekrar deneyip sonucu paylaşabilir misiniz? Konuyla ilgili detaylı dokümantasyon da e-posta yoluyla tarafınıza iletilecek.","Problem","Human Resources","medium","tr","Feedback","Security","Documentation","","",""
"tr_synth_000038","Tekrarlayan Bulut Depolama erişim sorunu","Merhaba,

Son bir hafta içinde Bilgi İşlem tarafında sürekli olarak bulut depolama hizmetime erişemiyorum ve sistem bana yetkim kaldırılmış gibi görünüyor. Bu durum benim günlük iş akışımı tamamen aksatıyor, lütfen durumu acilen kontrol edip geçici çözüm sunabilir misiniz? Dökümantasyon kısmındaki son güncellemeden sonra bu sorun tekrar başlıyor.

Cevabınızı bekleyeceğim.","Sayın <isim>,

Bildiğiniz üzere bulut depolama hizmetindeki erişim sorununun tekrarladığına dair notumuz mevcuttur ve önceliği kritik seviyeye yükselttik. Bilgi İşlem ekibimizle görüşerek durumun kaynağını tespit etmeye çalışacağız, ancak lütfen kullandığınız tarayıcı sürümünü ve hata mesajını (eğer varsa) bize iletebilir misiniz? Bu bilgiler sorunun çözümlenmesini hızlandıracaktır.","Problem","Human Resources","critical","tr","Support","Feedback","Documentation","Account","Security",""
"tr_synth_000039","Acil Durum: Sony Kulaklık Servisi KESildi","ʇablu, ümrünüzdeki sorunların farkına vardım ve hemen destekten yardıcı olmalarını istiyorum. ʇoktan beri Sony kulaklık servisi tamamen kESik oldu, ses almadım ve kullanamıyorum da.
Bu durum maalesef bir dizi hizmet kesintisine neden olmuş ve ▶yünlerimle ciddi zaman kaybı yaşaraktayım. Lütfen bu kritik arizaya en hızlı zamanda son verin, servisi tekrar aktif hale getirir misiniz?","<isim>, durumun farkındayız ve mühendislik ekibimiz Sony kulaklık altyapusunun düzeltildiğini teyit etti. ▶yünleri geri kazanmak için gereken teknik saikalar devreye giriyor ve sistemlerimizin tam olarak fonksiyonel olması bekleniyor.
Bu kesintinin tekrarlanmaması için yapacağımız ek koruma ▶kulları hakkında daha fazla bilgi vermek isterim; lütfen tarafıma iletebileceğiniz her ne kadar detaylı olsun.","Incident","Service Outages and Maintenance","critical","tr","Notification","Recovery","Maintenance","Outage","Performance",""
"tr_synth_000040","Acil durum: Asistanlık yokluğundan dolayı çok mağdur oldum","<isim>, sistem son birkaç saat bu şekilde kesintiye uğrayarak işlem yapılamıyor, özellikle Konya şubesindeki müşterilerimiz büyük bir sıkıntı içinde. Lütfen durumu acilen kontrol edip ne zaman tamir edileceğini bana haber verin, yoksa işler duruyor.","<isim>, mesajınızı aldım ve durumunuzun kritik olduğunu anlıyorum; ekibinizle iletişime geçerek kesintinin nedenini tespit etmeye başladık. Biraz sabır bekletmemiz gerekebilir ancak sorunu çözmek için tüm gücümüzü kullanacağız, ilerlemeli bir şekilde sizi bilgilendireceğiz.","Incident","Customer Service","critical","tr","Feedback","Documentation","Account","Support","",""
"tr_synth_000041","Acil iade başvurusu için yol haritası","<isim>, Vodafone mobil hattan aldığım cihazda beklenmedik bir sorun çıktı ve ürünü hemen döndürmem gerekiyor. Sitenizdeki standart prosedüre bakarak bile işlemi başlatamadım, bu yüzden acilen iade veya değişim işlemini nasıl başlayacağımı adım adım anlatır mısınız? Eğer özel bir kod girmem gerekiyorsa o da şimdilik hataya sebep oluyor gibi görünüyor. Lütfen en kısa sürede dönüş yapabilir misiniz?","<isim>, durumunuz kritik olduğu için iade talebinizi önceliklendirdik ve size hemen yardımcı olmaktan memnuniyet duyarız. İlk olarak mağaza seçmenize özel sayfamızı ziyaret ederek 'İptal Edilebilir İadeler' bölümünü kontrol etmeniz gerekiyor mu yoksa doğrudan müşteri hizmetleri ile görüşüp numaranı kaydedelim mi? Sorununuzun çabucak çözülmesi adına lütfen ürünün seri numarasını ve yaşadığınız teknik hatayı (hata kodu varsa) paylaşır mısınız?","Request","Returns and Exchanges","critical","tr","Product","Documentation","Refund","","",""
"tr_synth_000042","Maaş ve izin politikası hakkında soru","<isim>, insan kaynakları departmanına merhaba,

Şirketin yeni ücretlendirme sistemi projesi kapsamında hangi değişikliklerin bekleniyor bilmiyorum.
Ücretli iznim nasıl kullanılır veya mola süreleri konusunda net bir bilgi almak isterdim.
Lütfen bu konuda bana yardımcı olabilir misiniz?","<isim>, İnsan Kaynakları departmanı olarak ücretlendirme sistemi projesi şu anda sadece planlama aşamasında olduğunu belirtmek isteriz.
Detaylı bilgiler için ilgili dokümantasyon dosyasına göz atmanız veya bir sonraki genel bilgilendirme toplantısını takip etmenizi öneririz.
İzin ve mola politikalarına ilişkin mevcut kurallar ise şirket içi yönetim sistemi üzerindeki 'Çalışma Koşulları' başlığı altında yer almaktadır.","Request","Human Resources","high","tr","Feedback","Account","Support","Security","Documentation",""
"tr_synth_000043","Mobil Banka Uygulaması Ani Durdurma ve Hata Kodu","<isim>, mobil bankacılık uygulamasını kullandığımdan beri ekran siyahlaşıyor ve SSL_HANDSHAKE_ERR hatası veriyor. İşlem yapamıyorum, para transferi gibi acil işlemlerimi duruma bakiyorum. Lütfen bu sorunu en hızlı şekilde çözmeme yardımcı olabilir misiniz? Durum kritik olduğu için ivedilikte yanıt bekliyorum.","<isim> bilgileriyle ilgili sorunuzu aldık, mobil bankacılık uygulamasındaki SSL_HANDSHAKE_ERR hatasını hemen inceliyoruz. Bu sorunun iOS 17 sürümünde yaygın olması ihtimaline karşı güncellemeleri kontrol ediyoruz. Teknik ekiplerimizle durumu paylaşıp size kısa sürede geri dönüş yapacağız.","Incident","Technical Support","critical","tr","Driver","Network","Disruption","Hardware","",""
"tr_synth_000044","Acil durum: Sony Kulaklık hesabım sorunu","<isim>, şu an Gaziantep'te yaşıyor ve yeni aldığım Sony kulaklığın kayıtlarında ciddi bir hata görüyorum. Hesabıma bağlı cihaz hiçbir şekilde tanınıyor ve müziğim kesiliyor, bu çok acil. Lütfen en kısa sürede yardımcı olabilir misiniz?","Müşterimizin durumunu anlıyoruz ve önceliği yüksek tutuyoruz. Sony kulaklık modelini hesabınıza doğru ekledinizesniz mi veya faturanın kaydedildiği adresle şimdiki şehir farklılığından kaynaklanıyor mu? Bu detayları paylaşarak sorunun hemen çözülebileceğini garantilerim.","Request","Customer Service","critical","tr","Account","Support","Service","Inquiry","",""
"tr_synth_000045","iPhone 14 satışı için takip sorunu var","""Merhaba,""<isim> ile birlikte Gaziantep ofisine bir iPhone 14 siparişi vermiştik ancak satış ekibinden henüz hiç dönüş almadım. Müsait olduğunuzda prosedürü gözden geçirebilirmisiniz, çünkü bu gecikme çok büyük hayal kırıklığı oluşturuyor ve belgelerim de bekliyor.","""Saygılarımla,""<isim>, satışı konusundaki gecikmeye rağmen şimdilik sorunu kaydetmekteyiz. Lütfen müşteri temsilcimizi arayarak eksik olan dökümanların durumunu netleştirir misiniz? Bu konu için ekibimize bilgi vererek süreci hızlandırmaya çalışacağız.","Problem","Sales and Pre-Sales","high","tr","Product","Lead","Documentation","","",""
"tr_synth_000046","Hue ampül için İstanbul entegrasyon sorusu","<isim>, merhaba. Evimize aldığı Philips Hue akıllı ampüllerle hem telefonumdan hem de Alexa ile kontrol etmek istiyorum ancak ayarlarda bir hata alıyorum. Özellikle internet bağlantısı kurulmadığında lambaların yanıp sönme durumu normal olmuyor ve destek sayfasındaki adımlar da çok karmaşık duruyordu. Bu konuyla ilgili daha basit bir kurulum rehberi paylaşabilir misiniz? Şimdiden teşekkürler.","Merhaba <isim>, sorunuz için çabucak dönüş yapıyoruz. Philips Hue ekosisteminde İstanbul gibi yoğun şehirlerde bazen ağ geçidi (bridge) konfigürasyonu farklı çalışabiliyor, bu yüzden lütfen cihazların güncel olup olmadığını ve log dosyasından hata mesajını paylaşabilir misiniz? Bu bilgilerle size özel bir çözüm hazırlayacağız.","Request","General Inquiry","medium","tr","Support","Inquiry","Information","Feedback","",""
"tr_synth_000047","Fatura ve ödemede acil açıklama gerekiyor","Mobil Bankacılık Uygulamasındaki faturayı incelediğimde şunu gördüm ki, benim yasalım kapıda ödeme seçeneğiyle yapılmış ama durum bu değil. Lütfen hemen bu hatayı düzeltin ve doğru ödemeyi kesimden iptal edin çünkü bütçemi buna göre ayarladım. Durumu nasıl ilerleteceğinizi en geç yarın öğleye kadar bildirmeni rica ederim.","Durumunuz bizim için öncelikli olarak işaretlendiğinden, kapıda ödeme ile yapılan işlemi derhal incelemeye aldık ve faturada yansıyan tutarı düzelterek revize bir belge hazırladık. <isim> Hanım/Yüzefendi, güncellenen durum raporu e-posta kutunuza birkaç dakika içinde ulaşacaktır; lütfen buraya tıklayarak detayları kontrol edebilirsiniz.","Request","Billing and Payments","critical","tr","Dispute","Refund","Invoice","Payment","",""
"tr_synth_000048","Fatura ve ödeme yöntemi karışıklığı acil","<isim>, Synology NAS cihazım için çekilen faturayı incelediğimde tutarın beklediğimden yüksek olduğunu fark ettim. Hesap özeti otomatik ödeme talimatı ile kesildiğini gösteriyor ama bu seninle görüşmüştüğüm bir rakam değildi ve bütçeme sığmadı. Lütfen faturanın neden çıktığını açıklayabilir misiniz? Durum acil, çünkü yanlış tahsilat yapılmış olabilir.","Hoşgeldiniz <isim>, durumunuzu anlıyorum ve konuyu en üst düzeyde inceledik. Ödeme talimatınızla ilgili bir sistem hatası sonucu farklı bir döngüden kesinti olduğu anlaşılıyor, detayları teknik ekibimizle kontrol ediyoruz. Müdahale ettikten sonra size kısa süre içinde net cevap vereceğiz; lütfen bekleyin.","Request","Billing and Payments","critical","tr","Account","Refund","Discrepancy","","",""
"tr_synth_000049","Acil durum: Tüm ağ bağlantısı koptu ve sistem çöktü","<isim>, şu an tamamlanamayan işlemler nedeniyle çok stresliyim çünkü NULL_POINTER_EXC hatası alıp abonelik paketi üzerinden erişemiyorum. Şirketin kritik sunucuları düştüğü için acilen müdahale etmenizi ve durumu bilgilendirmenizi rica ediyorum.","Durumu anlıyorum <isim>, hemen ekibimize bildirdik. Lütfen hangi işlemin sırasında hata aldığınızı ve ekran görüntüsü varsa gönderir misiniz, bu bilgiyle anahtarı devreye sokalım.","Incident","IT Support","critical","tr","Hardware","Security","Connectivity","IT","Network",""
"tr_synth_000050","Acil: Sony kulaklık ikrami hakkında bilgi istiyorum","<isim>, uzun süredir departmanda görev yapıyorum ve ekibimize özel bir hediye ihtiyacımız var. Pazarlama ile birlikte çalışan arkadaşlarımız için bu ayın ürünü olarak 'Sony kulaklık' modelini önerdim ancak kurumsal politikaya uygun olup olmadığını bilmiyordum. Bu tür ikramlarda genellikle hangi prosedürü izlememiz gerektiğini veya belgelendirme süreci nasıl işliyor acaba? Lütfen en kısa sürede geri dönüş yapabilir misiniz çünkü ekibimle görüşmemiz gerekiyor.","Saygılarımızla, <isim> hoş geldinize ve talebinizi anlıyorum. İnsan Kaynakları departmanına ilettiğimiz 'Pazarlama' birimiyle koordineli olarak çalışanlara yönelik hediye politikalarını hızlıca değerlendireceğiz. Ürün onayı süreci tamamlandıktan sonra size ayrıntılı bilgi vereceğim, lütfen sabrınızdan ve beklemenizden dolayı teşekkür ederim.","Request","Human Resources","critical","tr","Account","Feedback","Documentation","","",""
"tr_synth_000051","acil acıklamalar lazım bulut depolama","<isim>, Konya'da yaşadığım için şube veya destek ekibine nasıl ulaşabilirim? Dökümantasyon sayfasında bu bölgeye özel bir bilgi yok gibi görünüyor. Durumun en kısa sürede çözülmesini rica ederim.","""Merhabalar"" olarak başlamadan, konuyu hemen ele alalım dediğimizde Konya şubesinin iletişim bilgilerini veya ilgili destek ekibine yönlendirme linkini paylaşmamız gerekiyor. Lütfen hangi dokümantasyon sayfasını aradığınızı ve tam olarak neyi anlamak istediğinizi belirtirseniz, doğru personeli size iletmekten çekinmeyeceğiz.","Request","General Inquiry","critical","tr","Support","Inquiry","Feedback","Documentation","",""
